date,statement_id,true_hawk,ai_promptA,ai_promptB,ai_promptC,yield_change
2016-09-12,DOC_0351,0.0375,-0.0619,-0.0328,0.0359,0.17
2016-09-14,DOC_0352,-0.3571,-0.0022,-0.4386,-0.3026,0.13
2016-09-16,DOC_0353,-0.1409,0.1371,-0.5047,0.0445,0.58
2016-09-20,DOC_0354,-0.5284,0.113,-0.5202,-0.2385,2.92
2016-09-22,DOC_0355,-0.2718,0.2804,-0.2481,-0.3157,-5.88
2016-09-26,DOC_0356,0.3679,0.8305,0.3164,0.2307,-3.71
2016-09-28,DOC_0357,-0.0182,0.1603,-0.4175,0.1892,6.49
2016-09-30,DOC_0358,0.354,-0.101,-0.0233,0.5068,-1.5
2016-10-04,DOC_0359,0.8585,0.5455,0.6815,0.9933,4.96
2016-10-06,DOC_0360,-0.0046,0.1295,-0.5617,-0.0043,1.89
2016-10-10,DOC_0361,-0.8019,-0.6471,-1.1501,-0.8994,-3.68
2016-10-12,DOC_0362,-0.4048,0.1984,-0.7755,-0.2808,-2.45
2016-10-14,DOC_0363,-0.1875,-0.2859,-0.4886,-0.4372,0.31
2016-10-18,DOC_0364,-0.7395,-0.5232,-0.826,-0.3579,-1.04
2016-10-20,DOC_0365,0.1303,0.1332,0.119,-0.1816,3.74
2016-10-24,DOC_0366,0.3498,0.8306,0.2935,0.2008,4.4
2016-10-26,DOC_0367,-0.6148,-0.1585,-0.8779,-0.6772,1.28
2016-10-28,DOC_0368,0.0147,0.2759,0.1017,0.2384,-0.12
2016-11-01,DOC_0369,0.3549,0.6009,0.5857,0.7855,3.28
2016-11-03,DOC_0370,0.8734,0.9065,0.9408,0.7021,1.14
2016-11-07,DOC_0371,0.6512,0.6137,0.9387,0.7086,6.56
2016-11-09,DOC_0372,1.0,1.1757,0.9107,1.0286,4.63
2016-11-11,DOC_0373,1.0,1.3148,1.092,0.9885,6.87
2016-11-15,DOC_0374,0.9408,1.1506,0.6872,1.1543,6.82
2016-11-17,DOC_0375,0.0683,0.4331,0.0267,0.6082,-0.99
2016-11-21,DOC_0376,-0.2829,-0.1865,-0.5426,-0.5713,0.51
2016-11-23,DOC_0377,-1.0,-0.6282,-1.5,-0.9921,-4.35
2016-11-25,DOC_0378,-0.1031,0.0871,-0.198,0.0833,-1.24
2016-11-29,DOC_0379,0.3583,0.4633,0.1276,0.5335,0.51
2016-12-01,DOC_0380,0.4417,0.8086,0.5131,0.48,0.2
2016-12-05,DOC_0381,0.2742,-0.011,-0.0519,0.0601,-0.36
2016-12-07,DOC_0382,0.1049,0.1826,0.027,-0.2066,0.06
2016-12-09,DOC_0383,1.0,1.088,1.0187,0.8436,4.91
2016-12-13,DOC_0384,0.7579,1.1511,0.799,0.4737,5.2
2016-12-15,DOC_0385,1.0,0.9971,1.0698,1.3715,-0.64
2016-12-19,DOC_0386,0.7317,1.0548,0.8806,0.4527,5.45
2016-12-21,DOC_0387,-0.0393,0.4337,-0.1017,-0.2382,-4.13
2016-12-23,DOC_0388,0.0507,0.204,0.0956,-0.2281,-1.04
2016-12-27,DOC_0389,0.3594,0.5363,0.4133,0.3682,0.47
2016-12-29,DOC_0390,0.2832,-0.0626,0.25,0.4472,-4.31
2017-01-02,DOC_0391,0.0561,0.3078,-0.0067,0.2298,-1.02
2017-01-04,DOC_0392,0.2288,0.4441,0.2506,0.1522,0.8
2017-01-06,DOC_0393,0.4151,0.7471,0.4349,0.3045,-1.22
2017-01-10,DOC_0394,0.3004,0.3749,0.6696,-0.1206,-0.29
2017-01-12,DOC_0395,-0.6136,-0.2621,-0.9415,-0.6087,-2.95
2017-01-16,DOC_0396,-0.0214,0.1095,-0.2795,0.2847,-2.27
2017-01-18,DOC_0397,-0.2071,0.1264,-0.5187,0.0087,-1.15
2017-01-20,DOC_0398,0.4411,0.4475,-0.0442,0.3523,1.78
2017-01-24,DOC_0399,-0.2576,-0.1787,-0.5957,-0.4332,-2.93
2017-01-26,DOC_0400,-0.4756,-0.1053,-0.6488,-0.5308,-0.03
2017-01-30,DOC_0401,0.199,0.3606,0.1915,0.2761,5.23
2017-02-01,DOC_0402,0.8218,0.8541,0.8859,0.699,8.34
2017-02-03,DOC_0403,0.7776,0.827,0.6991,0.9139,-0.21
2017-02-07,DOC_0404,0.3859,0.5298,0.4232,0.5501,2.36
2017-02-09,DOC_0405,0.0061,0.0092,-0.3936,-0.2348,2.08
2017-02-13,DOC_0406,-0.171,-0.1342,-0.2096,-0.4486,5.75
2017-02-15,DOC_0407,-0.8031,-0.579,-1.2379,-0.9312,-3.16
2017-02-17,DOC_0408,-0.1212,-0.0034,-0.0185,0.0805,-6.22
2017-02-21,DOC_0409,0.3148,0.3295,0.172,0.2559,2.95
2017-02-23,DOC_0410,0.0366,-0.1177,-0.2348,-0.1663,-1.8
2017-02-27,DOC_0411,-0.0784,0.0927,-0.2203,0.0776,-1.21
2017-03-01,DOC_0412,0.3215,0.2861,0.5165,0.3083,0.89
2017-03-03,DOC_0413,0.0819,0.5758,-0.2966,0.1063,3.16
2017-03-07,DOC_0414,0.0643,0.535,-0.0328,0.028,3.93
2017-03-09,DOC_0415,-0.5119,-0.0387,-0.5138,-0.16,-0.52
2017-03-13,DOC_0416,-1.0,-0.8899,-1.2898,-1.0466,-9.65
2017-03-15,DOC_0417,-0.6911,0.0782,-1.0808,-0.5958,-2.95
2017-03-17,DOC_0418,-0.2141,-0.213,0.0023,-0.3163,8.12
2017-03-21,DOC_0419,-0.6173,-0.0373,-1.1323,-0.3909,-2.48
2017-03-23,DOC_0420,-0.1708,0.122,-0.2725,0.1111,-3.65
2017-03-27,DOC_0421,-0.3249,0.024,-1.035,-0.2346,-1.34
2017-03-29,DOC_0422,0.5263,0.5769,0.6236,0.5729,1.08
2017-03-31,DOC_0423,0.29,0.4277,0.0867,0.3812,3.36
2017-04-04,DOC_0424,0.4078,0.5873,0.2427,0.2312,-2.41
2017-04-06,DOC_0425,1.0,1.0152,0.9125,1.3143,-1.08
2017-04-10,DOC_0426,1.0,1.1641,1.1782,0.9647,7.34
2017-04-12,DOC_0427,0.903,1.0624,0.9651,0.8158,6.86
2017-04-14,DOC_0428,0.5681,0.5334,0.407,0.7687,5.48
2017-04-18,DOC_0429,0.2671,0.2677,-0.0341,0.2149,-0.32
2017-04-20,DOC_0430,-0.0881,0.5387,-0.3518,-0.2168,-1.6
2017-04-24,DOC_0431,0.1513,0.0897,0.0263,0.1985,-0.99
2017-04-26,DOC_0432,-0.903,-0.3521,-0.8703,-0.6896,-3.27
2017-04-28,DOC_0433,-0.4307,-0.1373,-0.4314,-0.1985,-6.18
2017-05-02,DOC_0434,-0.3321,-0.1247,-0.4199,-0.2941,-5.97
2017-05-04,DOC_0435,-0.2866,0.0342,-0.5916,-0.1027,0.3
2017-05-08,DOC_0436,0.0168,0.2301,0.0233,-0.3133,-2.19
2017-05-10,DOC_0437,-0.9409,-0.3475,-1.0786,-0.7868,-2.26
2017-05-12,DOC_0438,-0.44,-0.0175,-0.3813,0.0529,-1.82
2017-05-16,DOC_0439,0.1752,0.0871,-0.1462,0.2347,-0.07
2017-05-18,DOC_0440,0.2741,0.1146,0.3232,0.5222,-1.8
2017-05-22,DOC_0441,1.0,1.1084,1.297,1.488,5.14
2017-05-24,DOC_0442,0.283,0.3714,0.2971,0.3762,-0.43
2017-05-26,DOC_0443,0.1175,0.546,-0.2296,0.1125,2.32
2017-05-30,DOC_0444,0.2715,0.5337,0.0279,0.1564,-3.16
2017-06-01,DOC_0445,0.1824,0.348,0.2469,0.289,4.03
2017-06-05,DOC_0446,-0.2804,-0.3897,-0.4381,-0.0489,-3.2
2017-06-07,DOC_0447,-0.2894,-0.0942,-0.1974,-0.5018,2.22
2017-06-09,DOC_0448,0.0005,0.2785,-0.0781,0.1596,0.65
2017-06-13,DOC_0449,0.5898,0.647,0.4298,1.0292,5.76
2017-06-15,DOC_0450,0.1425,0.0284,0.1783,0.1696,1.38
2017-06-19,DOC_0451,-0.2647,-0.0333,-0.5144,-0.3638,-6.3
2017-06-21,DOC_0452,0.2071,0.5709,0.5613,-0.0223,0.53
2017-06-23,DOC_0453,0.4256,0.5862,0.4313,0.0516,1.81
2017-06-27,DOC_0454,0.1718,0.3497,-0.0316,-0.0098,4.98
2017-06-29,DOC_0455,1.0,1.355,0.9703,1.1852,3.31
2017-07-03,DOC_0456,0.7478,0.6976,0.9194,0.8567,4.49
2017-07-05,DOC_0457,1.0,1.303,1.0336,1.0808,9.23
2017-07-07,DOC_0458,0.8061,1.0254,0.5347,1.2938,5.55
2017-07-11,DOC_0459,0.1473,0.3538,0.0281,0.2147,4.61
2017-07-13,DOC_0460,-0.277,-0.0975,-0.2385,-0.1061,-5.13
2017-07-17,DOC_0461,-0.1061,0.3136,-0.1803,-0.3313,-2.96
2017-07-19,DOC_0462,0.2702,0.1015,-0.1101,0.4427,2.2
2017-07-21,DOC_0463,-0.1672,-0.0063,-0.3057,-0.1126,-4.36
2017-07-25,DOC_0464,0.3932,0.5458,0.3078,0.2831,2.72
2017-07-27,DOC_0465,0.6685,0.7538,0.6958,0.6293,2.26
2017-07-31,DOC_0466,1.0,1.1126,1.1006,1.0913,5.85
2017-08-02,DOC_0467,0.7772,0.5124,0.8468,0.9081,6.51
2017-08-04,DOC_0468,0.1735,0.0865,0.0868,0.0862,-5.38
2017-08-08,DOC_0469,0.3048,0.5072,0.1435,0.4118,-1.96
2017-08-10,DOC_0470,-0.0075,0.0339,-0.4031,0.0586,2.72
2017-08-14,DOC_0471,0.3881,0.6678,0.3847,0.6346,-2.75
2017-08-16,DOC_0472,-0.2235,0.1929,-0.284,-0.2074,-1.11
2017-08-18,DOC_0473,0.6821,1.216,0.7279,0.5436,2.38
2017-08-22,DOC_0474,0.5796,0.7541,0.4614,0.405,4.14
2017-08-24,DOC_0475,-0.2116,-0.0105,-0.0165,-0.4686,0.73
2017-08-28,DOC_0476,0.6145,0.7203,0.5427,0.495,4.56
2017-08-30,DOC_0477,1.0,1.093,1.0069,1.1578,6.93
2017-09-01,DOC_0478,0.5753,0.8374,0.2374,0.793,1.44
2017-09-05,DOC_0479,0.4849,0.7251,-0.0137,0.2916,8.22
2017-09-07,DOC_0480,0.3601,0.3771,-0.1092,0.4354,3.8
2017-09-11,DOC_0481,0.3843,0.5622,0.2979,0.1822,2.26
2017-09-13,DOC_0482,-0.028,0.6172,-0.2547,0.0685,-1.85
2017-09-15,DOC_0483,-0.2819,0.0446,-0.5562,-0.3999,1.43
2017-09-19,DOC_0484,0.4436,0.5263,0.5605,0.3597,3.51
2017-09-21,DOC_0485,1.0,0.8885,1.0089,0.8832,6.19
2017-09-25,DOC_0486,1.0,1.153,1.2472,0.4839,1.24
2017-09-27,DOC_0487,1.0,1.3532,1.3482,0.964,7.8
2017-09-29,DOC_0488,1.0,0.66,0.8389,1.2071,5.91
2017-10-03,DOC_0489,1.0,1.0305,1.2547,1.1162,1.54
2017-10-05,DOC_0490,0.2649,0.3609,0.3594,0.5061,0.52
2017-10-09,DOC_0491,-0.1513,-0.0258,-0.5647,-0.1949,-4.28
2017-10-11,DOC_0492,-0.1073,0.3177,-0.0582,0.4496,-3.87
2017-10-13,DOC_0493,0.2072,0.3322,0.1709,0.2988,3.43
2017-10-17,DOC_0494,-0.353,-0.2802,-0.3028,-0.5261,-1.63
2017-10-19,DOC_0495,-0.4554,-0.3367,-0.5837,-0.301,0.88
2017-10-23,DOC_0496,0.1243,-0.0321,0.159,0.1194,-3.38
2017-10-25,DOC_0497,0.1349,0.3079,0.264,0.2289,-2.4
2017-10-27,DOC_0498,0.5134,0.9672,0.1524,0.4026,-0.82
2017-10-31,DOC_0499,-0.2102,0.2678,-0.4909,-0.1692,-1.41
2017-11-02,DOC_0500,-0.4978,-0.1116,-0.7117,-0.1961,-2.84
2017-11-06,DOC_0501,-0.3814,0.2785,-0.7394,-0.4175,0.91
2017-11-08,DOC_0502,-0.1213,-0.0419,0.0033,-0.2151,-1.66
2017-11-10,DOC_0503,-0.2871,0.1015,-0.3278,-0.4231,-2.17
2017-11-14,DOC_0504,0.0547,0.3042,0.244,0.023,0.42
2017-11-16,DOC_0505,-0.1695,-0.0542,-0.315,-0.1382,-1.97
2017-11-20,DOC_0506,-0.0217,-0.0373,-0.0304,-0.1541,6.7
2017-11-22,DOC_0507,0.7131,0.9563,0.5589,0.7227,4.79
2017-11-24,DOC_0508,0.3847,-0.0104,-0.0657,0.5899,-3.65
2017-11-28,DOC_0509,0.7857,1.1232,0.8214,0.6975,8.04
2017-11-30,DOC_0510,0.2668,0.3671,-0.0257,0.2546,-0.43
2017-12-04,DOC_0511,-0.1371,-0.1728,-0.2165,-0.2261,-2.5
2017-12-06,DOC_0512,0.1657,0.131,0.1996,0.3704,4.25
2017-12-08,DOC_0513,1.0,0.5521,1.0345,1.2593,6.05
2017-12-12,DOC_0514,0.3859,0.717,0.5853,0.552,-0.51
2017-12-14,DOC_0515,1.0,1.0614,1.0305,0.9115,4.09
2017-12-18,DOC_0516,0.8854,0.9866,0.5477,0.8867,7.45
2017-12-20,DOC_0517,-0.0162,-0.122,-0.5413,-0.0313,-3.78
2017-12-22,DOC_0518,-0.1227,0.1424,0.3021,-0.0114,2.13
2017-12-26,DOC_0519,-0.8402,-0.362,-1.1917,-0.5586,-0.31
2017-12-28,DOC_0520,-0.0024,0.232,0.0684,0.1946,-5.86
2018-01-01,DOC_0521,-0.2894,-0.4321,-0.4879,0.1201,1.14
2018-01-03,DOC_0522,-0.2229,-0.0058,-0.3731,-0.1163,-2.88
2018-01-05,DOC_0523,0.4706,0.4942,0.2352,-0.0529,3.51
2018-01-09,DOC_0524,0.0691,0.2741,-0.2301,0.1161,1.57
2018-01-11,DOC_0525,0.1171,0.479,-0.0554,0.2722,5.59
2018-01-15,DOC_0526,1.0,1.2356,0.7239,1.0076,5.58
2018-01-17,DOC_0527,0.8419,0.9243,0.7686,0.7074,4.31
2018-01-19,DOC_0528,-0.2774,-0.3115,-0.3577,-0.3211,1.1
2018-01-23,DOC_0529,-0.3083,-0.1144,-0.5642,0.3919,2.45
2018-01-25,DOC_0530,0.2752,0.2346,-0.0122,0.3269,3.43
2018-01-29,DOC_0531,0.0377,0.5602,-0.1893,0.213,-0.23
2018-01-31,DOC_0532,0.0091,0.2772,-0.4485,0.0174,-4.13
2018-02-02,DOC_0533,0.6212,0.8556,1.2361,0.1541,5.14
2018-02-06,DOC_0534,0.6547,0.9349,0.7539,0.5333,1.21
2018-02-08,DOC_0535,-0.5457,-0.2342,-1.1262,-0.6735,0.75
2018-02-12,DOC_0536,0.0092,0.3446,-0.4717,0.5404,4.04
2018-02-14,DOC_0537,0.102,0.3848,-0.2351,0.094,-0.65
2018-02-16,DOC_0538,0.8445,0.8406,0.809,0.8032,6.18
2018-02-20,DOC_0539,-0.1117,0.0965,-0.0778,-0.2366,-3.6
2018-02-22,DOC_0540,0.2303,0.533,0.0959,0.1578,3.72
2018-02-26,DOC_0541,0.3,0.5656,0.3876,0.3823,0.23
2018-02-28,DOC_0542,1.0,0.7355,1.1445,1.0007,8.16
2018-03-02,DOC_0543,0.4371,0.9751,0.5507,0.3011,2.75
2018-03-06,DOC_0544,-0.257,-0.252,-0.3971,-0.0581,-5.89
2018-03-08,DOC_0545,0.0361,0.3056,0.0022,0.0938,-4.76
2018-03-12,DOC_0546,-0.0048,0.1133,-0.2525,0.1942,-2.96
2018-03-14,DOC_0547,-0.0406,-0.0926,0.0016,-0.0532,-4.03
2018-03-16,DOC_0548,-0.3614,-0.3432,-0.6565,-0.4331,5.18
2018-03-20,DOC_0549,0.3607,0.7691,0.3135,0.3922,3.89
2018-03-22,DOC_0550,0.5918,0.7127,0.3908,0.3883,-3.95
2018-03-26,DOC_0551,0.302,0.4734,0.1401,0.4939,6.74
2018-03-28,DOC_0552,0.0687,0.2788,-0.2134,-0.058,-5.68
2018-03-30,DOC_0553,-0.8278,-0.584,-1.4252,-0.9214,-1.62
2018-04-03,DOC_0554,-0.2484,0.1428,-0.3668,-0.4805,-0.6
2018-04-05,DOC_0555,-0.0636,0.3117,-0.1869,-0.044,3.13
2018-04-09,DOC_0556,0.1877,0.5084,0.2668,0.7141,-1.12
2018-04-11,DOC_0557,0.5426,0.6907,0.38,0.4437,-2.35
2018-04-13,DOC_0558,-0.3314,-0.0817,-0.4189,-0.7359,-5.38
2018-04-17,DOC_0559,-0.4397,-0.1383,-0.3822,-0.5561,1.78
2018-04-19,DOC_0560,-0.2885,-0.3819,-0.7214,0.0592,-4.95
2018-04-23,DOC_0561,-0.632,-0.5047,-0.8827,-0.1314,-3.63
2018-04-25,DOC_0562,-0.2788,0.3525,-0.2071,-0.071,-3.71
2018-04-27,DOC_0563,-0.851,-0.52,-1.3635,-0.7706,-6.39
2018-05-01,DOC_0564,-0.6029,0.0139,-0.7926,-0.8623,-10.59
2018-05-03,DOC_0565,-0.6102,-0.148,-0.6019,-0.3292,-0.39
2018-05-07,DOC_0566,-0.0048,0.2038,-0.1654,-0.0988,-4.05
2018-05-09,DOC_0567,-0.045,0.15,-0.192,-0.14,2.78
2018-05-11,DOC_0568,-0.0985,0.2355,-0.3657,0.1219,1.87
2018-05-15,DOC_0569,-0.4219,0.015,-0.6618,-0.4536,1.17
2018-05-17,DOC_0570,0.1827,0.1459,0.3086,0.1787,3.67
2018-05-21,DOC_0571,-0.504,-0.1663,-0.6383,-0.2694,-4.18
2018-05-23,DOC_0572,-0.0186,-0.2205,-0.1328,0.1301,4.79
2018-05-25,DOC_0573,0.0615,0.3121,-0.0772,-0.1232,0.95
2018-05-29,DOC_0574,0.5833,0.7105,0.4586,0.1211,2.84
2018-05-31,DOC_0575,0.9646,1.069,1.1325,0.7917,4.57
2018-06-04,DOC_0576,0.2535,0.5367,0.1007,0.5577,2.29
2018-06-06,DOC_0577,-0.2605,0.2192,-0.3342,-0.0693,2.0
2018-06-08,DOC_0578,0.1088,0.1348,0.503,0.218,-0.39
2018-06-12,DOC_0579,-0.391,0.05,-0.5615,-0.3916,-3.4
2018-06-14,DOC_0580,0.2677,0.6532,0.3774,-0.0622,5.77
2018-06-18,DOC_0581,0.4694,0.3232,0.3356,0.786,-1.3
2018-06-20,DOC_0582,0.617,0.4938,1.0122,0.6121,6.44
2018-06-22,DOC_0583,-0.0271,0.154,-0.1721,-0.2536,-5.05
2018-06-26,DOC_0584,-0.3161,-0.2371,-0.4941,-0.3125,-0.9
2018-06-28,DOC_0585,-0.2729,0.1856,-0.1908,-0.0798,-1.36
2018-07-02,DOC_0586,0.329,0.6072,-0.1216,0.3335,4.18
2018-07-04,DOC_0587,0.1519,0.3649,0.0815,0.05,1.96
2018-07-06,DOC_0588,0.4931,0.629,0.5238,0.411,-5.66
2018-07-10,DOC_0589,0.0778,0.5289,-0.2789,0.1221,3.98
2018-07-12,DOC_0590,0.4583,0.6401,0.5382,0.8512,3.94
2018-07-16,DOC_0591,0.1822,0.4139,0.57,0.308,1.67
2018-07-18,DOC_0592,0.6169,1.3741,0.3689,0.3227,4.78
2018-07-20,DOC_0593,0.5044,0.576,0.4433,0.3553,6.71
2018-07-24,DOC_0594,-0.1886,0.3029,0.0054,-0.0842,-2.85
2018-07-26,DOC_0595,0.3049,0.4401,-0.1732,0.4076,-0.49
2018-07-30,DOC_0596,-0.3256,-0.2076,-0.4405,-0.3679,3.07
2018-08-01,DOC_0597,-0.2397,0.041,-0.4122,-0.4047,0.29
2018-08-03,DOC_0598,0.0059,0.3681,-0.25,0.078,2.27
2018-08-07,DOC_0599,0.8639,0.759,1.0873,1.0257,2.86
2018-08-09,DOC_0600,0.3773,0.6158,-0.1547,0.515,9.8
2018-08-13,DOC_0601,0.0372,0.2666,-0.087,-0.0063,-1.33
2018-08-15,DOC_0602,0.693,0.6141,0.6586,0.7577,1.62
2018-08-17,DOC_0603,0.284,0.8015,0.1364,0.3671,6.53
2018-08-21,DOC_0604,0.825,0.6705,1.0721,0.8679,0.79
2018-08-23,DOC_0605,0.4807,0.539,0.2399,0.4166,3.57
2018-08-27,DOC_0606,0.3036,0.6823,-0.1651,0.5825,2.07
2018-08-29,DOC_0607,-0.0894,0.4448,-0.2182,-0.038,7.35
2018-08-31,DOC_0608,0.3798,0.6028,0.2592,0.4986,5.91
2018-09-04,DOC_0609,1.0,1.1189,0.8175,0.8683,1.91
2018-09-06,DOC_0610,0.6492,0.7403,0.5762,0.3608,7.09
2018-09-10,DOC_0611,0.0845,-0.1087,-0.11,-0.0895,7.02
2018-09-12,DOC_0612,0.5489,0.438,0.4921,0.5979,7.44
2018-09-14,DOC_0613,0.0503,0.5217,0.119,-0.2642,1.0
2018-09-18,DOC_0614,0.2308,0.1524,0.4238,0.3871,5.09
2018-09-20,DOC_0615,-0.4997,-0.2366,-1.0219,-0.5178,-2.85
2018-09-24,DOC_0616,-0.2202,0.0838,-0.3702,0.0701,-1.72
2018-09-26,DOC_0617,0.4825,0.5365,0.3747,0.3091,4.16
2018-09-28,DOC_0618,0.6635,0.8023,0.6741,0.7668,1.23
2018-10-02,DOC_0619,-0.4132,-0.0942,-0.8461,-0.1189,-5.5
2018-10-04,DOC_0620,-0.7327,-0.2411,-0.9388,-0.7624,-5.28
2018-10-08,DOC_0621,0.2704,0.3797,-0.3106,0.4238,-0.93
2018-10-10,DOC_0622,0.8629,1.0015,0.9732,0.796,0.17
2018-10-12,DOC_0623,-0.0268,0.2038,-0.5622,-0.5827,3.9
2018-10-16,DOC_0624,-0.2738,-0.407,-0.6065,0.0613,-1.67
2018-10-18,DOC_0625,-0.281,-0.1883,-0.4735,-0.0284,-1.49
2018-10-22,DOC_0626,-0.3537,-0.0412,-0.4093,-0.4944,-2.96
2018-10-24,DOC_0627,-0.3938,-0.0217,-0.4906,-0.0565,-4.49
2018-10-26,DOC_0628,-0.608,-0.5832,-0.6333,-0.5252,-0.03
2018-10-30,DOC_0629,0.4034,0.4373,0.2397,0.5161,3.92
2018-11-01,DOC_0630,-0.033,0.2625,-0.263,0.1232,6.67
2018-11-05,DOC_0631,-0.3137,-0.3921,-0.3016,-0.1719,-4.64
2018-11-07,DOC_0632,0.4265,0.8323,0.4538,0.5498,5.17
2018-11-09,DOC_0633,-0.0111,-0.1694,-0.1883,0.0132,-2.69
2018-11-13,DOC_0634,0.3064,0.3019,0.0657,0.4281,-0.38
2018-11-15,DOC_0635,0.198,0.3483,-0.0383,-0.0262,-1.34
2018-11-19,DOC_0636,0.2635,0.3728,0.406,0.1004,2.28
2018-11-21,DOC_0637,0.7247,0.6542,0.7404,0.8612,0.52
2018-11-23,DOC_0638,0.8265,1.1896,0.8052,0.9218,6.43
2018-11-27,DOC_0639,0.8426,1.1982,0.7056,0.6187,3.91
2018-11-29,DOC_0640,0.4796,0.7031,0.3383,0.743,8.39
2018-12-03,DOC_0641,0.0163,0.1691,-0.1224,0.1285,2.98
2018-12-05,DOC_0642,0.8366,0.8663,0.4571,0.5144,7.18
2018-12-07,DOC_0643,0.3495,0.4096,0.3151,0.742,2.21
2018-12-11,DOC_0644,0.718,0.853,0.4867,0.7626,5.26
2018-12-13,DOC_0645,0.9662,0.956,1.0722,0.8583,3.66
2018-12-17,DOC_0646,1.0,1.2421,1.5,0.9097,-0.56
2018-12-19,DOC_0647,0.2438,0.4332,0.2448,0.3502,-0.42
2018-12-21,DOC_0648,-0.285,-0.1828,-0.5184,-0.1459,0.11
2018-12-25,DOC_0649,-1.0,-0.2508,-1.4152,-0.5697,-10.24
2018-12-27,DOC_0650,-0.6194,-0.3981,-0.787,-0.5096,1.03
2018-12-31,DOC_0651,-0.2257,0.3295,-0.2656,-0.2112,-0.0
2019-01-02,DOC_0652,-0.3082,0.079,-0.7001,-0.6689,-4.12
2019-01-04,DOC_0653,0.193,0.4047,0.1794,0.0958,-4.65
2019-01-08,DOC_0654,0.1423,0.2637,-0.113,0.3014,1.53
2019-01-10,DOC_0655,0.5896,0.9188,0.3608,0.8419,2.1
2019-01-14,DOC_0656,0.5163,0.6173,0.7287,0.2605,-0.06
2019-01-16,DOC_0657,0.2149,0.3048,0.0726,0.3155,1.4
2019-01-18,DOC_0658,-0.2405,-0.0607,-0.1857,-0.0654,-3.91
2019-01-22,DOC_0659,0.5326,0.6793,0.6832,0.5124,4.82
2019-01-24,DOC_0660,1.0,1.0836,0.862,0.8819,-0.46
2019-01-28,DOC_0661,1.0,1.0039,1.049,0.8514,0.66
2019-01-30,DOC_0662,0.6824,0.8619,0.163,0.7685,3.11
2019-02-01,DOC_0663,0.1183,-0.0362,-0.2203,0.1509,-4.4
2019-02-05,DOC_0664,0.5782,0.3853,0.3684,0.4709,4.73
2019-02-07,DOC_0665,-0.0254,-0.1079,-0.2204,-0.0868,3.62
2019-02-11,DOC_0666,0.4188,0.4194,0.4533,0.3114,3.09
2019-02-13,DOC_0667,-0.3106,0.0874,-0.307,-0.2957,-1.65
2019-02-15,DOC_0668,0.1698,0.5982,-0.1061,0.0609,0.84
2019-02-19,DOC_0669,1.0,0.6095,1.1575,0.9845,4.39
2019-02-21,DOC_0670,0.9843,0.7931,1.1297,1.1308,3.37
2019-02-25,DOC_0671,-0.3531,-0.0694,-0.4701,-0.4062,0.46
2019-02-27,DOC_0672,-0.5391,-0.0603,-0.8387,-0.6044,-2.92
2019-03-01,DOC_0673,-0.1708,0.2968,-0.2725,-0.0689,-4.55
2019-03-05,DOC_0674,0.074,0.504,-0.0666,0.0496,1.69
2019-03-07,DOC_0675,0.6087,0.3987,1.0086,0.7268,-1.11
2019-03-11,DOC_0676,0.031,0.5277,0.1851,0.0716,2.26
2019-03-13,DOC_0677,0.327,0.1954,0.192,0.4491,6.82
2019-03-15,DOC_0678,0.1725,0.2998,0.14,0.0331,1.52
2019-03-19,DOC_0679,-0.0517,0.4841,-0.4522,0.0026,-3.68
2019-03-21,DOC_0680,-0.3872,0.0887,-0.2896,-0.3703,-2.02
2019-03-25,DOC_0681,-0.6061,-0.1662,-0.9466,-0.7413,-6.14
2019-03-27,DOC_0682,0.2698,0.3713,-0.3544,0.5926,5.7
2019-03-29,DOC_0683,-0.1392,0.0426,-0.3996,0.1837,-1.98
2019-04-02,DOC_0684,0.3428,0.5569,-0.1074,0.3314,2.99
2019-04-04,DOC_0685,0.1533,0.5047,-0.0163,0.0811,5.98
2019-04-08,DOC_0686,0.7792,0.5639,0.6325,0.8264,2.43
2019-04-10,DOC_0687,-0.3217,0.0894,-0.4781,-0.5509,-2.76
2019-04-12,DOC_0688,-0.3027,-0.0719,-0.5517,-0.1937,-2.05
2019-04-16,DOC_0689,-0.4234,0.2796,-0.4714,-0.3477,-0.4
2019-04-18,DOC_0690,0.0547,0.0181,-0.0074,0.266,2.14
2019-04-22,DOC_0691,0.2179,0.2556,-0.0184,0.2921,-4.06
2019-04-24,DOC_0692,0.156,0.4154,-0.2603,0.2915,6.62
2019-04-26,DOC_0693,0.8158,0.8561,0.8955,0.6716,1.98
2019-04-30,DOC_0694,0.0575,0.1972,-0.1245,0.0821,1.23
2019-05-02,DOC_0695,-0.7538,-0.7109,-1.3715,-0.2707,-6.64
2019-05-06,DOC_0696,-0.5766,-0.2058,-0.9814,-0.8739,0.27
2019-05-08,DOC_0697,-0.1,0.0984,-0.4452,0.3123,-1.97
2019-05-10,DOC_0698,0.3121,0.5513,0.2794,0.4196,7.12
2019-05-14,DOC_0699,0.1118,0.2208,-0.3863,0.0698,1.85
2019-05-16,DOC_0700,0.034,-0.0512,-0.0998,0.0777,-0.87
2019-05-20,DOC_0701,0.3299,0.3499,0.0764,0.1906,2.35
2019-05-22,DOC_0702,0.1365,0.3611,-0.2153,0.0796,1.87
2019-05-24,DOC_0703,-0.1471,0.4563,-0.3403,-0.2028,3.6
2019-05-28,DOC_0704,-0.0812,0.5385,-0.5326,0.0723,-0.24
